Parent Skel, Concatenation Offset, Imbedded Skel, Concatenated Offset,Line Number, Optional, No File Tailoring, Extended
CMN30I,1,CMNIDPOV,2,164,,,NOEXT
CMN30I,1,CMNPRDIM,2,188,,,NOEXT
CMN30I,1,CMNIMSBL,1,193,,,NOEXT
CMN30I,1,CMN$$SPR,1,222,,,NOEXT
CMN30I,1,SKIINACK,1,237,,,NOEXT
CMN30I,1,CMNINACB,1,245,,,NOEXT
CMN30I,1,CMN$$SLN,2,254,,,NOEXT
CMN30I,1,CMN$$SPR,1,258,,,NOEXT
CMN30I,1,CMN00INS,1,274,,,NOEXT
CMN30I,1,CMN99INS,1,277,,,NOEXT
CMN30I,1,SKISCMTG,1,293,,,NOEXT
CMN30I,1,SKS$BSCI,1,298,,,NOEXT
CMN30I,1,SKS$EOPT,1,307,,,NOEXT
CMN30I,1,SKM$$VAR,1,314,,,NOEXT
CMN30I,1,SKM$$VAR,1,330,,,NOEXT
CMN30LIB,2,CMN$$PLP,1,71,,,NOEXT
CMN30LIB,2,CMN$$PLP,1,112,,,NOEXT
CMN30LIB,2,CMN$$PLP,1,205,,,NOEXT
CMN30LIB,2,CMN$$PLP,1,268,,,NOEXT
CMN30PAN,2,CMN$$PLP,1,31,,,NOEXT
CMN30PAN,2,CMN$$PLP,1,66,,,NOEXT
CMN30PAN,2,CMN$$PLP,1,98,,,NOEXT
CMN30PAN,2,CMN$$PLP,1,136,,,NOEXT
CMN30PAN,2,CMN$$PLP,1,163,,,NOEXT
CMN30PDS,1,CMN30CPI,1,82,,,NOEXT
CMN30PDS,1,CMN30REN,2,88,,,NOEXT
CMN30PDS,1,CMNPRDIM,2,110,,,NOEXT
CMN30PDS,1,CMN$$ENQ,1,130,,,NOEXT
CMN30PDS,1,CMN30REN,2,160,,,NOEXT
CMN30PDS,1,CMN30DEL,1,166,,,NOEXT
CMN30SRD,1,CMN30REN,2,44,,,NOEXT
CMN30SRD,1,CMN30DEL,1,50,,,NOEXT
CMN30SRD,1,CMNPRDIM,2,73,,,NOEXT
CMN30SRD,1,CMN$$ENQ,1,99,,,NOEXT
CMN30SRD,1,CMN30REN,2,119,,,NOEXT
CMN30SRD,1,CMN30DEL,1,125,,,NOEXT
CMN31T,2,CMN$$SJN,1,1,,,NOEXT
CMN31T,2,CMN00INS,1,48,,,NOEXT
CMN31T,2,CMN99INS,1,74,,,NOEXT
CMN31TI,2,CMN$$SJN,1,1,,,NOEXT
CMN31TI,2,CMN00INS,1,44,,,NOEXT
CMN31TI,2,CMN99INS,1,70,,,NOEXT
CMN32,1,SKM$$VAR,1,4,,,NOEXT
CMN32,1,SKM$$VAR,1,10,,,NOEXT
CMN32,1,CMN00INS,1,281,,,NOEXT
CMN32,1,CMN99INS,1,289,,,NOEXT
CMN32,1,CMN$$PCP,1,291,,,NOEXT
CMN32,1,SKM$$XLB,1,316,,,NOEXT
CMN32,1,SKID2MMO,1,339,,,NOEXT
CMN32,1,SKI32BND,1,344,,,NOEXT
CMN34T,2,CMN$$SJN,1,1,,,NOEXT
CMN34T,2,CMN$$PND,1,8,,,NOEXT
CMN34T,2,CMN$$X35,2,17,,,NOEXT
CMN34T,2,CMN$$F35,2,20,,,NOEXT
CMN34T,2,CMN$$N35,2,23,,,NOEXT
CMN34T,2,CMN99INS,1,25,,,NOEXT
CMN34T,2,CMN$$PCP,1,27,,,NOEXT
CMN35T,2,CMN$$JNM,1,1,,,NOEXT
CMN35T,2,CMN00INS,1,6,,,NOEXT
CMN35T,2,CMN99INS,1,8,,,NOEXT
CMN37,1,CMN$$JNM,1,1,,,NOEXT
CMN37,1,CMN00INS,1,10,,,NOEXT
CMN37,1,CMN$$SPR,1,23,,,NOEXT
CMN37,1,CMN$$SLN,2,30,,,NOEXT
CMN37,1,CMN$$SPR,1,36,,,NOEXT
CMN38T,2,CMN$$SJN,1,1,,,NOEXT
CMN38T,2,CMN$$PND,1,7,,,NOEXT
CMN38T,2,CMN$$X39,2,16,,,NOEXT
CMN38T,2,CMN$$F39,2,19,,,NOEXT
CMN38T,2,CMN$$N39,2,22,,,NOEXT
CMN39T,2,CMN$$JNM,1,1,,,NOEXT
CMN39T,2,CMN00INS,1,7,,,NOEXT
CMN39T,2,CMN99INS,1,9,,,NOEXT
CMN49,1,CMN00INS,1,346,,,NOEXT
CMN49,1,CMN$$PCP,1,350,,,NOEXT
CMN50,1,CMN$$SJN,1,1,,,NOEXT
CMN50,1,CAS$$050,1,11,,,NOEXT
CMN50,1,SKS$$050,1,14,,,NOEXT
CMN50I,1,CMN$$SJN,1,1,,,NOEXT
CMN50I,1,SKM$$XLB,1,19,,,NOEXT
CMN50I,1,CAS$$050,1,33,,,NOEXT
CMN50I,1,CMN$$ENQ,1,106,,,NOEXT
CMN50I,1,CMN$$ENQ,1,165,,,NOEXT
CMN50I,1,CMN$$ENQ,1,204,,,NOEXT
CMN50I,1,CMN$$SQL,2,267,,,NOEXT
CMN50I,1,CMN$$STP,2,271,,,NOEXT
CMN50I,1,CICPHAIN,1,292,,,NOEXT
CMN50I,1,SKM$$XLB,1,348,,,NOEXT
CMN50I,1,SKS$EOPT,1,369,,,NOEXT
CMN50I,1,CMN00INS,1,379,,,NOEXT
CMN50I,1,CMN99INS,1,398,,,NOEXT
CMN50I,1,CMN$$PCP,1,416,,,NOEXT
CMN50T,2,CMN$$SJN,1,1,,,NOEXT
CMN50T,2,CMN00INS,1,48,,,NOEXT
CMN50T,2,CMN99INS,1,75,,,NOEXT
CMN50T,2,CMN$$PCP,1,93,,,NOEXT
CMN50TI,2,CMN$$SJN,1,1,,,NOEXT
CMN50TI,2,CMN00INS,1,44,,,NOEXT
CMN50TI,2,CMN99INS,1,71,,,NOEXT
CMN50TI,2,CMN$$PCP,1,89,,,NOEXT
CMN51,1,CMN$$SJN,1,1,,,NOEXT
CMN51,1,CMN$$BDT,2,9,,,NOEXT
CMN51,1,CMN$$PND,1,16,,,NOEXT
CMN51,1,CMN$$X54,2,32,,,NOEXT
CMN51,1,CMN$$F54,2,35,,,NOEXT
CMN51,1,CMN$$N54,2,38,,,NOEXT
CMN51,1,CMN99INS,1,40,,,NOEXT
CMN51,1,CMN$$PCP,1,42,,,NOEXT
CMN54,2,CMN$$JNM,1,1,,,NOEXT
CMN54,2,CMN00INS,1,6,,,NOEXT
CMN54,2,CMN99INS,1,19,,,NOEXT
CMN55,2,CMN$$JNM,1,1,,,NOEXT
CMN55,2,CMN00INS,1,7,,,NOEXT
CMN55,2,CMN$$PLP,1,41,,,NOEXT
CMN55,2,CMN$$PLP,1,69,,,NOEXT
CMN55,2,CMN$$PLP,1,98,,,NOEXT
CMN55,2,CMN$$ENQ,1,212,,,NOEXT
CMN55,2,CMN55REN,2,227,,,NOEXT
CMN55,2,CMN$$PLP,1,248,,,NOEXT
CMN55,2,CMN$$PLP,1,277,,,NOEXT
CMN55,2,CMN55CPY,1,318,,,NOEXT
CMN55,2,CMN55REN,2,326,,,NOEXT
CMN55,2,CMN55CPY,1,333,,,NOEXT
CMN55,2,CMN55CPY,1,346,,,NOEXT
CMN55,2,CMN55REN,2,353,,,NOEXT
CMN55,2,CMN$$ENQ,1,362,,,NOEXT
CMN55,2,CMN55REN,2,391,,,NOEXT
CMN55,2,CMN$$PLP,1,410,,,NOEXT
CMN55,2,CMN$$PLP,1,433,,,NOEXT
CMN55,2,CMN$$PLP,1,467,,,NOEXT
CMN55,2,CMN$$SPR,1,492,,,NOEXT
CMN55,2,CMN$$SLN,2,502,,,NOEXT
CMN55,2,CMN$$SPR,1,506,,,NOEXT
CMN55,2,CMN00INS,1,518,,,NOEXT
CMN55,2,CMN99INS,1,520,,,NOEXT
CMN55CDT,2,CMN55CPI,1,62,,,NOEXT
CMN55CDT,2,CMN55REN,2,69,,,NOEXT
CMN55CDT,2,CMN$$ENQ,1,86,,,NOEXT
CMN55CDT,2,CMN55REN,2,115,,,NOEXT
CMN55CPI,1,CMN$$ENQ,1,17,,,NOEXT
CMN55CPY,1,CMN$$ENQ,1,9,,,NOEXT
CMN55I,1,CMN$$JNM,1,1,,,NOEXT
CMN55I,1,CMN00INS,1,7,,,NOEXT
CMN55I,1,CMN55PAN,2,33,,,NOEXT
CMN55I,1,CMN55LIB,2,39,,,NOEXT
CMN55I,1,CMN55CDT,2,45,,,NOEXT
CMN55I,1,CMN55SRD,2,51,,,NOEXT
CMN55I,1,CMN55PDS,2,57,,,NOEXT
CMN55I,1,CMN$$SPR,1,70,,,NOEXT
CMN55I,1,CMN$$SLN,2,80,,,NOEXT
CMN55I,1,CMN$$SPR,1,86,,,NOEXT
CMN55I,1,CMN00INS,1,96,,,NOEXT
CMN55I,1,CMN99INS,1,98,,,NOEXT
CMN55I,1,CICPHAIN,1,115,,,NOEXT
CMN55LIB,2,CMN$$PLP,1,65,,,NOEXT
CMN55LIB,2,CMN$$PLP,1,88,,,NOEXT
CMN55LIB,2,CMN$$PLP,1,122,,,NOEXT
CMN55LIB,2,CMN$$PLP,1,169,,,NOEXT
CMN55LIB,2,CMN$$PLP,1,198,,,NOEXT
CMN55PAN,2,CMN$$PLP,1,33,,,NOEXT
CMN55PAN,2,CMN$$PLP,1,61,,,NOEXT
CMN55PAN,2,CMN$$PLP,1,90,,,NOEXT
CMN55PDS,2,CMN55REN,2,47,,,NOEXT
CMN55PDS,2,CMN55CPI,1,83,,,NOEXT
CMN55PDS,2,CMN55REN,2,91,,,NOEXT
CMN55PDS,2,CMN55CPI,1,98,,,NOEXT
CMN55SRD,2,CMN$$ENQ,1,52,,,NOEXT
CMN55T,2,CMN$$JNM,1,1,,,NOEXT
CMN55T,2,CMN00INS,1,9,,,NOEXT
CMN55T,2,CMN99INS,1,11,,,NOEXT
CMN55TI,2,CMN$$JNM,1,1,,,NOEXT
CMN55TI,2,CMN00,1,9,,,NOEXT
CMN55TI,2,CMN99,1,11,,,NOEXT
CMN55TI,2,CMN$$PCP,1,13,,,NOEXT
CMN56,1,CMN$$ENQ,1,132,,,NOEXT
CMN56,1,CMN00INS,1,375,,,NOEXT
CMN56,1,CMN99INS,1,383,,,NOEXT
CMN56,1,CMN$$PCP,1,385,,,NOEXT
CMN57,1,CMN$$JNM,1,1,,,NOEXT
CMN57,1,CMN00INS,1,10,,,NOEXT
CMN57,1,CMN$$SPR,1,21,,,NOEXT
CMN57,1,CMN$$SLN,2,28,,,NOEXT
CMN57,1,CMN$$SPR,1,36,,,NOEXT
CMN58,1,CMN$$SJN,1,1,,,NOEXT
CMN58,1,CMN$$PND,1,7,,,NOEXT
CMN58,1,CMN$$X59,2,23,,,NOEXT
CMN58,1,CMN$$F59,2,26,,,NOEXT
CMN58,1,CMN$$N59,2,29,,,NOEXT
CMN59,2,CMN$$JNM,1,1,,,NOEXT
CMN59,2,CMN00INS,1,6,,,NOEXT
CMN59,2,CMN99INS,1,8,,,NOEXT
CMN64,1,CMN$$SJN,1,1,,,NOEXT
CMN64,1,SKM$$VAR,1,8,,,NOEXT
CMN64,1,SKM$$XLB,1,93,,,NOEXT
CMN64,1,CMN$$PND,1,125,,,NOEXT
CMN64,1,CMN$$X65,2,139,,,NOEXT
CMN64,1,CMN$$F65,2,142,,,NOEXT
CMN64,1,CMN$$N65,2,145,,,NOEXT
CMN64,1,CMN00INS,1,152,,,NOEXT
CMN64,1,CMN99INS,1,167,,,NOEXT
CMN64,1,CMN$$PCP,1,169,,,NOEXT
CMN65,1,CMN$$JNM,1,1,,,NOEXT
CMN65,1,CMN00INS,1,16,,,NOEXT
CMN65,1,CMN99INS,1,18,,,NOEXT
CMN90,1,CMN00,1,26,,,NOEXT
CMN90,1,CMN$$TRK,2,97,,,NOEXT
CMN99INS,1,SKIMSEMO,1,16,,,NOEXT
CMNAPCOM,2,CMNAPGEN,-1,73,,,NOEXT
CMNAPCOM,2,CMNAPCMP,-1,76,,,NOEXT
CMNAPCOM,2,CMNAPLI5,-1,81,OPT,,NOEXT
CMNASM,1,CMN$$VAR,1,5,,,NOEXT
CMNASM,1,CMN$$WRT,1,7,,,NOEXT
CMNASM,1,CMN$$PDB,1,9,,,NOEXT
CMNASM,1,CMN$$CIC,1,12,,,NOEXT
CMNASM,1,CMN$$ASM,1,14,,,NOEXT
CMNASM,1,CMN90,1,18,,,NOEXT
CMNASM,1,CMN99,1,19,,,NOEXT
CMNASM,1,CMN$$SSI,1,25,,,NOEXT
CMNASM,1,CMN$$LNK,1,26,,,NOEXT
CMNASM,1,CMN$$LNK,1,33,,,NOEXT
CMNASM,1,CMN$$DBC,1,37,,,NOEXT
CMNASM,1,CMN90,1,39,,,NOEXT
CMNASM,1,CMN99,1,40,,,NOEXT
CMNASM,1,CMN$$RMS,2,46,,,NOEXT
CMNASM,1,CMN$$PCP,1,48,,,NOEXT
CMNASM,1,SKM$$VAR,1,50,,,NOEXT
CMNCEE,2,CMN$$VAR,1,5,,,NOEXT
CMNCEE,2,CMN$$WRT,1,10,,,NOEXT
CMNCEE,2,CMN$$PDB,1,13,,,NOEXT
CMNCEE,2,CMN$$CIC,1,17,,,NOEXT
CMNCEE,2,CMN$$CEE,2,20,,,NOEXT
CMNCEE,2,CMN$$OBJ,1,27,,,NOEXT
CMNCEE,2,CMN90,1,32,,,NOEXT
CMNCEE,2,CMN99,1,33,,,NOEXT
CMNCEE,2,CMN$$SSI,1,43,,,NOEXT
CMNCEE,2,CMN$$PLK,1,44,,,NOEXT
CMNCEE,2,CMN$$LNK,1,45,,,NOEXT
CMNCEE,2,CMN$$DBC,1,48,,,NOEXT
CMNCEE,2,CMN90,1,53,,,NOEXT
CMNCEE,2,CMN99,1,54,,,NOEXT
CMNCEE,2,CMN$$RMS,2,61,,,NOEXT
CMNCEE,2,CMN$$PCP,1,66,,,NOEXT
CMNCEE,2,CMN$$TRK,2,69,,,NOEXT
CMNCOB2,1,CMN$$VAR,1,8,,,NOEXT
CMNCOB2,1,SKSJOBNO,1,9,,,NOEXT
CMNCOB2,1,CMN$$WRT,1,12,,,NOEXT
CMNCOB2,1,CMNAPCOM,2,15,,,NOEXT
CMNCOB2,1,CMN$$PDB,1,18,,,NOEXT
CMNCOB2,1,CMN$$CIC,1,21,,,NOEXT
CMNCOB2,1,CMN$$CO2,1,23,,,NOEXT
CMNCOB2,1,CMN$$OBJ,1,27,,,NOEXT
CMNCOB2,1,CMN90,1,29,,,NOEXT
CMNCOB2,1,CMN99,1,30,,,NOEXT
CMNCOB2,1,CMN$$SSI,1,37,,,NOEXT
CMNCOB2,1,SKSBINDR,1,40,,,NOEXT
CMNCOB2,1,SKSBINDR,1,48,,,NOEXT
CMNCOB2,1,CMN$$DBC,1,53,,,NOEXT
CMNCOB2,1,SKSITEST,1,58,,,NOEXT
CMNCOB2,1,CMN90,1,61,,,NOEXT
CMNCOB2,1,CMN99,1,62,,,NOEXT
CMNCOB2,1,CMN$$RMS,2,69,,,NOEXT
CMNCOB2,1,CMN$$PCP,1,71,,,NOEXT
CMNCOB2,1,CMN$$TRK,2,73,,,NOEXT
CMNCOB2,1,SKM$$VAR,1,78,,,NOEXT
CMNCOBOL,2,CMN$$VAR,1,5,,,NOEXT
CMNCOBOL,2,CMNTLNGN,2,8,,,NOEXT
CMNCOBOL,2,CMNTLNRS,2,9,,,NOEXT
CMNCOBOL,2,CMN$$WRT,1,12,,,NOEXT
CMNCOBOL,2,CMN$$PDB,1,15,,,NOEXT
CMNCOBOL,2,CMN$$CIC,1,18,,,NOEXT
CMNCOBOL,2,CMN$$COB,2,20,,,NOEXT
CMNCOBOL,2,CMN$$OBJ,1,24,,,NOEXT
CMNCOBOL,2,CMN90,1,26,,,NOEXT
CMNCOBOL,2,CMN99,1,27,,,NOEXT
CMNCOBOL,2,CMN$$SSI,1,34,,,NOEXT
CMNCOBOL,2,CMN$$LNK,1,35,,,NOEXT
CMNCOBOL,2,CMN$$DBC,1,37,,,NOEXT
CMNCOBOL,2,CMN90,1,39,,,NOEXT
CMNCOBOL,2,CMN99,1,40,,,NOEXT
CMNCOBOL,2,CMN$$RMS,2,46,,,NOEXT
CMNCOBOL,2,CMN$$PCP,1,48,,,NOEXT
CMNCOBOL,2,CMN$$TRK,2,50,,,NOEXT
CMNDB2DR,2,CMN$$JCD,1,1,,,NOEXT
CMNDBDGN,2,CMN$$VAR,1,5,,,NOEXT
CMNDBDGN,2,CMN$$WRT,1,7,,,NOEXT
CMNDBDGN,2,CMN$$PDB,1,9,,,NOEXT
CMNDBDGN,2,CMN$$CIC,1,12,,,NOEXT
CMNDBDGN,2,CMN$$ASM,1,14,,,NOEXT
CMNDBDGN,2,CMN$$OBJ,1,18,,,NOEXT
CMNDBDGN,2,CMN90,1,20,,,NOEXT
CMNDBDGN,2,CMN99,1,21,,,NOEXT
CMNDBDGN,2,CMN$$SSI,1,28,,,NOEXT
CMNDBDGN,2,CMN$$LNK,1,29,,,NOEXT
CMNDBDGN,2,CMN$$IMS,1,32,,,NOEXT
CMNDBDGN,2,CMN$$DBC,1,36,,,NOEXT
CMNDBDGN,2,CMN90,1,38,,,NOEXT
CMNDBDGN,2,CMN99,1,39,,,NOEXT
CMNDBDGN,2,CMN$$RMS,2,45,,,NOEXT
CMNDBDGN,2,CMN$$PCP,1,47,,,NOEXT
CMNDBDGN,2,CMN$$TRK,2,49,,,NOEXT
CMNEPLI,1,CMN$$VAR,1,16,,,NOEXT
CMNEPLI,1,SKSJOBNO,1,28,,,NOEXT
CMNEPLI,1,SKSDUPCK,1,30,,,NOEXT
CMNEPLI,1,CMN$$WRT,1,36,,,NOEXT
CMNEPLI,1,SKSPLAUS,1,41,,,NOEXT
CMNEPLI,1,SKPQCHK1,1,46,,,NOEXT
CMNEPLI,1,PLIETABX,1,51,,,NOEXT
CMNEPLI,1,EPC$$PLI,1,56,,,NOEXT
CMNEPLI,1,SKSCCSTP,1,61,,,NOEXT
CMNEPLI,1,SKSCCOBJ,1,66,,,NOEXT
CMNEPLI,1,SKSLEOPT,1,77,,,NOEXT
CMNEPLI,1,STROBEPP,1,83,,,NOEXT
CMNEPLI,1,CMN90,1,91,,,NOEXT
CMNEPLI,1,CMN99,1,92,,,NOEXT
CMNEPLI,1,CMN$$SSI,1,107,,,NOEXT
CMNEPLI,1,EPCBINDR,1,118,,,NOEXT
CMNEPLI,1,EPCBINDR,1,127,,,NOEXT
CMNEPLI,1,EPCBINDR,1,136,,,NOEXT
CMNEPLI,1,EPCBINDR,1,145,,,NOEXT
CMNEPLI,1,EPCBINDR,1,154,,,NOEXT
CMNEPLI,1,EPCBINDR,1,168,,,NOEXT
CMNEPLI,1,DB2$$B92,1,180,,,NOEXT
CMNEPLI,1,SKDBPGN2,1,181,,,NOEXT
CMNEPLI,1,SKSPPCPY,1,187,,,NOEXT
CMNEPLI,1,SKSXMCPY,1,188,,,NOEXT
CMNEPLI,1,CMN90,1,190,,,NOEXT
CMNEPLI,1,CMN99,1,191,,,NOEXT
CMNEPLI,1,CMN$$RMS,2,197,,,NOEXT
CMNEPLI,1,SKPQCHK2,1,199,,,NOEXT
CMNEPLI,1,CMN$$PCP,1,200,,,NOEXT
CMNGRANT,2,CMN90,1,17,,,NOEXT
CMNGRANT,2,CMN99,1,18,,,NOEXT
CMNGRANT,2,CMN$$PCP,1,22,,,NOEXT
CMNIDPEX,1,CMN$$SPR,1,19,,,NOEXT
CMNIMCPY,2,CMN$$ENQ,1,28,,,NOEXT
CMNIMCPY,2,CMNIMSPR,2,67,,,NOEXT
CMNIMCPY,2,CMNIMSPR,2,75,,,NOEXT
CMNIMCPY,2,CMNIMSPR,2,83,,,NOEXT
CMNIMPRM,1,CMN$$PSQ,2,47,,,NOEXT
CMNIMPRM,1,SKMAPPLV,1,52,,,NOEXT
CMNIMPRM,1,SKRPSCR,1,73,,,NOEXT
CMNIMPRM,1,SKM$$IDL,1,158,,,NOEXT
CMNIMPRM,1,CMNJSPRM,1,182,,,NOEXT
CMNIMPRM,1,SKPD2BND,1,186,,,NOEXT
CMNIMPRM,1,CMNPRMIM,1,211,,,NOEXT
CMNIMPRM,1,SKM$$VAR,1,214,,,NOEXT
CMNIMPRM,1,CMNJSPRM,1,219,,,NOEXT
CMNIMPRM,1,CMNIMPRO,1,223,,,NOEXT
CMNIMPRM,1,CMNJSPRM,1,231,,,NOEXT
CMNIMPRM,1,CMNJSPRM,1,243,,,NOEXT
CMNIMPRM,1,CMNIMPRO,1,247,,,NOEXT
CMNIMPRM,1,CMN$$IGN,1,267,,,NOEXT
CMNIMPRM,1,CMN$$IGN,1,271,,,NOEXT
CMNIMPRM,1,CMN$$IGN,1,275,,,NOEXT
CMNIMPRM,1,CMN$$IGN,1,314,,,NOEXT
CMNIMPRM,1,CMNJSPRM,1,340,,,NOEXT
CMNIMPRM,1,CMNPDPEX,1,342,,,NOEXT
CMNIMPRM,1,CMNPDPOV,2,343,,,NOEXT
CMNIMPRM,1,CMNPRMIM,1,359,,,NOEXT
CMNIMPRM,1,CMNJSPRM,1,363,,,NOEXT
CMNIMPRM,1,CICPHAIN,1,377,,,NOEXT
CMNIMPRM,1,SKPITEST,1,383,,,NOEXT
CMNIMPRM,1,CMNJSPRM,1,395,,,NOEXT
CMNIMPRM,1,CMN$$ACB,1,397,,,NOEXT
CMNIMPRM,1,CMN$$CLN,1,409,,,NOEXT
CMNIMPRM,1,CMN$$DEL,1,422,,,NOEXT
CMNIMPRM,1,CMN$$DEL,1,427,,,NOEXT
CMNIMPRM,1,CMN$$DEL,1,432,,,NOEXT
CMNIMPRM,1,CICPHAIN,1,444,,,NOEXT
CMNIMPRM,1,SKM$$IDL,1,464,,,NOEXT
CMNIMPRM,1,SKMIDLIR,1,465,,,NOEXT
CMNIMPRM,1,SKM$$IDL,1,469,,,NOEXT
CMNIMPRM,1,SKMIDLGW,1,470,,,NOEXT
CMNIMPRM,1,CMN$$PST,2,476,,,NOEXT
CMNIMPRM,1,CMN00,1,483,,,NOEXT
CMNIMPRM,1,CMN99,1,545,,,NOEXT
CMNIMPRM,1,SKM$$VAR,1,563,,,NOEXT
CMNIMPRM,1,CMN$$PCP,1,566,,,NOEXT
CMNIMPRM,1,CMNRPMDL,1,570,,,NOEXT
CMNIMPRM,1,SKMQMSSS,1,577,,,NOEXT
CMNIMPRM,1,SKMIDRZ8,1,589,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,26,,,NOEXT
CMNIMRPM,1,CMN$$JCD,1,28,,,NOEXT
CMNIMRPM,1,SKIRMLIB,1,64,,,NOEXT
CMNIMRPM,1,CMN$$PMT,1,77,,,NOEXT
CMNIMRPM,1,SKM$$VAR,1,169,,,NOEXT
CMNIMRPM,1,SKRPSCR,1,177,,,NOEXT
CMNIMRPM,1,SKM$$VAR,1,188,,,NOEXT
CMNIMRPM,1,SKECDCPY,1,199,,,NOEXT
CMNIMRPM,1,CMN$$NDM,1,214,,,NOEXT
CMNIMRPM,1,CMN$$ENQ,1,237,,,NOEXT
CMNIMRPM,1,BNDCMRPM,1,299,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,303,,,NOEXT
CMNIMRPM,1,CMN$$RPJ,1,304,,,NOEXT
CMNIMRPM,1,SKED2BND,1,310,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,316,,,NOEXT
CMNIMRPM,1,CMN$$RPJ,1,317,,,NOEXT
CMNIMRPM,1,CMNRPICR,1,326,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,331,,,NOEXT
CMNIMRPM,1,CMN$$RPJ,1,332,,,NOEXT
CMNIMRPM,1,CMNRPMT0,1,333,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,338,,,NOEXT
CMNIMRPM,1,CMN$$RPJ,1,339,,,NOEXT
CMNIMRPM,1,CMNRPMDR,1,340,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,349,,,NOEXT
CMNIMRPM,1,CMN$$JCD,1,350,,,NOEXT
CMNIMRPM,1,SKIRMLIB,1,351,,,NOEXT
CMNIMRPM,1,CMNRPICL,1,352,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,357,,,NOEXT
CMNIMRPM,1,CMN$$JCD,1,358,,,NOEXT
CMNIMRPM,1,SKIRMLIB,1,359,,,NOEXT
CMNIMRPM,1,CMNRPMDL,1,360,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,365,,,NOEXT
CMNIMRPM,1,CMN$$JCD,1,366,,,NOEXT
CMNIMRPM,1,SKIRMLIB,1,367,,,NOEXT
CMNIMRPM,1,CMNRPMB0,1,368,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,373,,,NOEXT
CMNIMRPM,1,CMN$$RPJ,1,374,,,NOEXT
CMNIMRPM,1,CMNRPMT9,1,375,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,380,,,NOEXT
CMNIMRPM,1,CMN$$JCD,1,381,,,NOEXT
CMNIMRPM,1,SKIRMLIB,1,382,,,NOEXT
CMNIMRPM,1,CMNRPMB9,1,383,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,389,,,NOEXT
CMNIMRPM,1,CMN$$RPJ,1,390,,,NOEXT
CMNIMRPM,1,CMNRPMMT,1,391,,,NOEXT
CMNIMRPM,1,CMN$$SNM,1,396,,,NOEXT
CMNIMRPM,1,CMN$$JCD,1,397,,,NOEXT
CMNIMRPM,1,SKIRMLIB,1,398,,,NOEXT
CMNIMRPM,1,CMNRPMMJ,1,399,,,NOEXT
CMNIMRPM,1,SKM$$VAR,1,405,,,NOEXT
CMNIMSBL,1,CMN$$ENQ,1,30,,,NOEXT
CMNIMSIM,2,CMN$$ENQ,1,21,,,NOEXT
CMNIMSPD,2,CMN$$ENQ,1,29,,,NOEXT
CMNIMSPD,2,CMN$$ENQ,1,93,,,NOEXT
CMNIMSPR,2,CMN$$ENQ,1,24,,,NOEXT
CMNIMSTP,2,CMN$$ENQ,1,29,,,NOEXT
CMNIMSTP,2,CMN$$ENQ,1,93,,,NOEXT
CMNINIGN,1,CMNJSPRD,1,89,,,NOEXT
CMNINIGN,1,CMNJSBAS,1,93,,,NOEXT
CMNINIGN,1,SKIINPCK,1,98,,,NOEXT
CMNINIGN,1,CMNIDPGN,1,102,,,NOEXT
CMNINIGN,1,CMNIDPGN,1,106,,,NOEXT
CMNINIGN,1,CMNMFSIG,1,150,,,NOEXT
CMNINLPM,2,CMN$$SPR,1,12,,,NOEXT
CMNINRPM,1,CMN$$SPR,1,11,,,NOEXT
CMNJSBAS,1,CMN$$SPR,1,17,,,NOEXT
CMNJSBAS,1,SKMAPPLV,1,54,,,NOEXT
CMNJSBAS,1,SKM$$JLB,1,61,,,NOEXT
CMNJSBAS,1,SKIPIKET,1,62,,,NOEXT
CMNJSPRD,1,SKIMSEMO,1,17,,,NOEXT
CMNJSPRD,1,CMN$$SPR,1,25,,,NOEXT
CMNJSPRD,1,SKM$$JLB,1,75,,,NOEXT
CMNJSPRD,1,SKIPIKET,1,76,,,NOEXT
CMNJSPRM,1,CMN99,1,7,,,NOEXT
CMNJSPRM,1,CMN$$PCP,1,14,,,NOEXT
CMNJSPRM,1,CMN$$JCD,1,22,,,NOEXT
CMNJSPRM,1,SKM$$JLB,1,25,,,NOEXT
CMNJSRPM,1,SKM$$JLB,1,53,,,NOEXT
CMNMAPGN,2,CMN$$VAR,1,10,,,NOEXT
CMNMAPGN,2,CMN$$WRT,1,12,,,NOEXT
CMNMAPGN,2,CMN$$MPG,2,13,,,NOEXT
CMNMAPGN,2,CMN$$MPL,2,14,,,NOEXT
CMNMAPGN,2,CMN$$MPD,2,15,,,NOEXT
CMNMAPGN,2,CMN90,1,96,,,NOEXT
CMNMAPGN,2,CMN99,1,97,,,NOEXT
CMNMAPGN,2,CMN$$PCP,1,102,,,NOEXT
CMNMAPGN,2,CMN$$TRK,2,105,,,NOEXT
