Parent Skel, Concatenation Offset, Imbedded Skel, Concatenated Offset,Line Number, Optional, No File Tailoring, Extended
SKI21BND,1,SKI21IT4,1,279,,,NOEXT
SKI21BND,1,SKID2MMO,1,282,,,NOEXT
SKI21BND,1,SKI21IT4,1,295,,,NOEXT
SKI21BND,1,SKID2MMO,1,298,,,NOEXT
SKI21JSK,1,SKM$$XLB,1,9,,,NOEXT
SKI32BDP,1,SKM$$XLB,1,11,,,NOEXT
SKI32BDP,1,SKID2BCT,1,23,,,NOEXT
SKI32BND,1,BNDCTRLM,1,16,,,NOEXT
SKI32BND,1,SKM$$JLB,1,33,,,NOEXT
SKI32BND,1,SKI32BDP,1,54,,,NOEXT
SKI32BND,1,SKI32JSK,1,57,,,NOEXT
SKI32BND,1,SKI32BDP,1,69,,,NOEXT
SKI32BND,1,SKI32BDP,1,79,,,NOEXT
SKI32BND,1,SKI32BDP,1,89,,,NOEXT
SKI32BND,1,SKI32BDP,1,99,,,NOEXT
SKI32BND,1,SKI32BDP,1,109,,,NOEXT
SKI32BND,1,SKI32DBB,1,113,,,NOEXT
SKI32BND,1,SKI32IT4,1,121,,,NOEXT
SKI32BND,1,SKID2MMO,1,124,,,NOEXT
SKI32JSK,1,SKM$$XLB,1,9,,,NOEXT
SKID2BCT,1,SKM$$VAR,1,3,,,NOEXT
SKINEWCP,1,SKM$$VAR,1,3,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,40,,,NOEXT
SKINEWCP,1,SKINEWCI,1,48,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,92,,,NOEXT
SKINEWCP,1,SKINEWCI,1,99,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,143,,,NOEXT
SKINEWCP,1,SKINEWCI,1,150,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,194,,,NOEXT
SKINEWCP,1,SKINEWCI,1,201,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,245,,,NOEXT
SKINEWCP,1,SKINEWCI,1,252,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,296,,,NOEXT
SKINEWCP,1,SKINEWCI,1,303,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,352,,,NOEXT
SKINEWCP,1,SKINEWCI,1,359,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,403,,,NOEXT
SKINEWCP,1,SKINEWCI,1,410,,,NOEXT
SKINEWCP,1,SKM$$JLB,1,454,,,NOEXT
SKINEWCP,1,SKINEWCI,1,461,,,NOEXT
SKISCMTG,1,SKM$$XLB,1,15,,,NOEXT
SKM$$SCM,1,SKM$$XLB,1,17,,,NOEXT
SKM$$SCM,1,CMN$$SPR,1,18,,,NOEXT
SKM$$XPA,1,CMN$$SYC,1,16,,,NOEXT
SKM$$XPC,1,CMN$$SYC,1,28,,,NOEXT
SKM$$XPP,1,CMN$$SYC,1,34,,,NOEXT
SKMAPPLV,1,SKM$$VAR,1,6,,,NOEXT
SKMAPPLV,1,SKMPAPPL,1,12,OPT,,NOEXT
SKMAPPLV,1,SKMP&PROJECT,-1,13,OPT,,NOEXT
SKMAPPLV,1,SKM$$VAR,1,17,,,NOEXT
SKMAPPLV,1,SKMG&SKAGROUP,-1,19,OPT,,NOEXT
SKMAPPLV,1,SKMPAPPL,1,25,OPT,,NOEXT
SKMAPPLV,1,SKMP&PROJECT,-1,26,OPT,,NOEXT
SKMIDRZ8,1,SKM$$JLB,1,27,,,NOEXT
SKMIDRZ8,1,SKM$$IDL,1,31,,,NOEXT
SKMIDRZ8,1,SKMIDLIR,1,32,,,NOEXT
SKMIDRZ8,1,SKM$$IDL,1,37,,,NOEXT
SKMIDRZ8,1,SKMIDLGW,1,38,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,18,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,24,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,31,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,38,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,44,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,50,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,90,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,126,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,132,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,139,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,146,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,152,,,NOEXT
SKMQMSBS,1,SKMQMSSL,1,158,,,NOEXT
SKMQMSSS,1,SKMQMSBS,1,42,,,NOEXT
SKMQMSSS,1,SKMQMSBS,1,46,,,NOEXT
SKPCODEC,1,CMN$$SYC,1,60,,,NOEXT
SKPD2BDP,1,SKM$$XLB,1,12,,,NOEXT
SKPD2BDP,1,SKPD2BCT,1,27,,,NOEXT
SKPD2BDP,1,SKM$$XLB,1,88,,,NOEXT
SKPD2BDP,1,SKPD2BCT,1,99,,,NOEXT
SKPD2BDP,1,SKM$$XLB,1,106,,,NOEXT
SKPD2BND,1,SKM$$JLB,1,109,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,115,,,NOEXT
SKPD2BND,1,SKPD2JSK,1,118,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,126,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,133,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,140,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,147,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,154,,,NOEXT
SKPD2BND,1,SKM$$JLB,1,179,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,190,,,NOEXT
SKPD2BND,1,SKPD2JSK,1,193,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,205,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,217,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,229,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,241,,,NOEXT
SKPD2BND,1,SKPD2BDP,1,253,,,NOEXT
SKPD2BND,1,SKPDBB,1,261,,,NOEXT
SKPD2JSK,1,SKM$$XLB,1,28,,,NOEXT
SKPDBB,1,SKM$$XLB,1,6,,,NOEXT
SKPDBB,1,SKM$$XLB,1,44,,,NOEXT
SKPNEWCP,1,SKM$$VAR,1,15,,,NOEXT
SKPNEWCP,1,SKM$$JLB,1,57,,,NOEXT
SKPNEWCP,1,SKPNEWCI,1,70,,,NOEXT
SKPNEWCP,1,SKM$$JLB,1,109,,,NOEXT
SKPNEWCP,1,SKPNEWCI,1,121,,,NOEXT
SKPNEWCP,1,SKM$$JLB,1,160,,,NOEXT
SKPNEWCP,1,SKPNEWCI,1,172,,,NOEXT
SKPNEWCP,1,SKM$$JLB,1,211,,,NOEXT
SKPNEWCP,1,SKPNEWCI,1,223,,,NOEXT
SKPNEWCP,1,SKM$$JLB,1,292,,,NOEXT
SKPNEWCP,1,SKPNEWCI,1,304,,,NOEXT
SKPNEWCP,1,SKM$$JLB,1,354,,,NOEXT
SKPNEWCP,1,SKPNEWCI,1,358,,,NOEXT
SKPNEWCP,1,SKM$$JLB,1,408,,,NOEXT
SKPNEWCP,1,SKPNEWCI,1,412,,,NOEXT
SKPNEWCP,1,SKM$$VAR,1,445,,,NOEXT
SKPQCHK2,1,SKM$$SLB,1,25,,,NOEXT
SKPQCHK2,1,SKM$$XLB,1,50,,,NOEXT
SKRPSCR,1,SKM$$XLB,1,39,,,NOEXT
SKRPSCR,1,SKM$$ISP,1,40,,,NOEXT
SKRPSCR,1,CMN$$SPR,1,41,,,NOEXT
SKRPSCR,1,SKM$$JLB,1,146,,,NOEXT
SKS$$050,1,CMN$$ENQ,1,35,,,NOEXT
SKS$$050,1,CICPHAIN,1,101,,,NOEXT
SKS$$050,1,CMN00INS,1,109,,,NOEXT
SKS$$050,1,CMN99INS,1,128,,,NOEXT
SKS$$PSB,1,SKS$PSYC,1,18,,,NOEXT
SKS$$T20,1,CMN00,1,6,,,NOEXT
SKS$$T20,1,CMNINRPM,1,17,,,NOEXT
SKS$$T20,1,CMNINIGN,1,39,,,NOEXT
SKS$$T20,1,CMNINIGN,1,42,,,NOEXT
SKS$$T20,1,CMNINIGN,1,45,,,NOEXT
SKS$$T20,1,CMN$$ENQ,1,62,,,NOEXT
SKS$$T20,1,CMNINACB,1,125,,,NOEXT
SKS$$T20,1,CMN$$CA7,2,133,,,NOEXT
SKS$$T20,1,CMN30PRI,-1,140,,,NOEXT
SKS$$T20,1,CMN30PRI,-1,144,,,NOEXT
SKS$$T20,1,CMN00,1,151,,,NOEXT
SKS$$T20,1,CMN99,1,167,,,NOEXT
SKS$$T20,1,CMN$$PCP,1,185,,,NOEXT
SKS$BSCI,1,SKM$$VAR,1,11,,,NOEXT
SKS$BSCI,1,SKM$$JLB,1,22,,,NOEXT
SKS$BSCI,1,SKATSOLB,1,38,,,NOEXT
SKS$EOPT,1,SKM$$VAR,1,11,,,NOEXT
SKS$EOPT,1,SKM$$JLB,1,21,,,NOEXT
SKS$EOPT,1,SKATSOLB,1,37,,,NOEXT
SKSBAU,1,CMN$$VAR,1,17,,,NOEXT
SKSBAU,1,CMN$$WRT,1,21,,,NOEXT
SKSBAU,1,SKSBAUDT,1,22,,,NOEXT
SKSBAU,1,CMN90,1,23,,,NOEXT
SKSBAU,1,CMN99,1,24,,,NOEXT
SKSBAU,1,CMN$$PCP,1,28,,,NOEXT
SKSBAUDT,1,CMN$$SYC,1,74,,,NOEXT
SKSBINDR,1,SKM$$VAR,1,8,,,NOEXT
SKSBINDR,1,SKPLKORB,1,140,,,NOEXT
SKSBINDR,1,CMN$$OBL,1,242,,,NOEXT
SKSBINDR,1,CMN$$SYL,1,245,,,NOEXT
SKSBINDR,1,CMN$$ILL,1,246,,,NOEXT
SKSBINDR,1,SKSBINDI,1,274,,,NOEXT
SKSBINDR,1,CMN$$SYL,1,290,,,NOEXT
SKSBINDR,1,CMN$$ILC,1,306,,,NOEXT
SKSCCILD,1,CMN$$SPR,1,19,,,NOEXT
SKSCCILD,1,SKM$$XLB,1,46,,,NOEXT
SKSCCILD,1,CMN$$SPR,1,70,,,NOEXT
SKSCKDBR,1,SKM$$VAR,1,3,,,NOEXT
SKSCKDBR,1,SKM$$XLB,1,30,,,NOEXT
SKSCOB2,1,CMN$$VAR,1,8,,,NOEXT
SKSCOB2,1,SKSJOBNO,1,14,,,NOEXT
SKSCOB2,1,CMN$$WRT,1,17,,,NOEXT
SKSCOB2,1,CMNAPCOM,2,20,,,NOEXT
SKSCOB2,1,CMN$$PDB,1,23,,,NOEXT
SKSCOB2,1,CMN$$CIC,1,26,,,NOEXT
SKSCOB2,1,CMN$$CO2,1,28,,,NOEXT
SKSCOB2,1,CMN90,1,32,,,NOEXT
SKSCOB2,1,CMN99,1,33,,,NOEXT
SKSCOB2,1,CMN$$SSI,1,39,,,NOEXT
SKSCOB2,1,SKSBINDR,1,42,,,NOEXT
SKSCOB2,1,SKSBINDR,1,50,,,NOEXT
SKSCOB2,1,SKSBINDR,1,59,,,NOEXT
SKSCOB2,1,CMN$$DBC,1,64,,,NOEXT
SKSCOB2,1,SKSITEST,1,76,,,NOEXT
SKSCOB2,1,CMN90,1,79,,,NOEXT
SKSCOB2,1,CMN99,1,80,,,NOEXT
SKSCOB2,1,CMN$$RMS,2,87,,,NOEXT
SKSCOB2,1,CMN$$PCP,1,89,,,NOEXT
SKSCOB2,1,SKM$$VAR,1,93,,,NOEXT
SKSCOBLE,1,CMN$$VAR,1,8,,,NOEXT
SKSCOBLE,1,SKSJOBNO,1,14,,,NOEXT
SKSCOBLE,1,CMN$$WRT,1,17,,,NOEXT
SKSCOBLE,1,CMNAPCOM,2,20,,,NOEXT
SKSCOBLE,1,CMN$$PDB,1,25,,,NOEXT
SKSCOBLE,1,CMN$$CIC,1,28,,,NOEXT
SKSCOBLE,1,CMN$$COE,1,30,,,NOEXT
SKSCOBLE,1,CMN90,1,34,,,NOEXT
SKSCOBLE,1,CMN99,1,35,,,NOEXT
SKSCOBLE,1,CMN$$SSI,1,41,,,NOEXT
SKSCOBLE,1,SKSBINDR,1,46,,,NOEXT
SKSCOBLE,1,SKSBINDR,1,54,,,NOEXT
SKSCOBLE,1,SKSBINDR,1,63,,,NOEXT
SKSCOBLE,1,CMN$$DBC,1,68,,,NOEXT
SKSCOBLE,1,SKSITEST,1,80,,,NOEXT
SKSCOBLE,1,CMN90,1,83,,,NOEXT
SKSCOBLE,1,CMN99,1,84,,,NOEXT
SKSCOBLE,1,CMN$$RMS,2,91,,,NOEXT
SKSCOBLE,1,CMN$$PCP,1,93,,,NOEXT
SKSCOBLE,1,SKM$$VAR,1,97,,,NOEXT
SKSCSUTL,1,CMN$$SPR,1,51,,,NOEXT
SKSCSUTL,1,CMN$$SPR,1,95,,,NOEXT
SKSDB2TM,1,CMN$$SPR,1,6,,,NOEXT
SKSDUPCK,1,SKM$$XLB,1,13,,,NOEXT
SKSDUPCK,1,CMN$$SPR,1,14,,,NOEXT
SKSIDL,1,CMN$$VAR,1,19,,,NOEXT
SKSIDL,1,SKM$$IDL,1,22,,,NOEXT
SKSIDL,1,SKSJOBNO,1,46,,,NOEXT
SKSIDL,1,SKMIDLIR,1,53,,,NOEXT
SKSIDL,1,SKM$$SLB,1,316,,,NOEXT
SKSIDL,1,SKM$$SLB,1,349,,,NOEXT
SKSIDL,1,SKM$$SLB,1,382,,,NOEXT
SKSIDL,1,SKM$$SLB,1,413,,,NOEXT
SKSIDL,1,CMN90,1,579,,,NOEXT
SKSIDL,1,CMN99,1,580,,,NOEXT
SKSIDL,1,CMN$$PCP,1,581,,,NOEXT
SKSIDL,1,SKM$$VAR,1,583,,,NOEXT
SKSJSS,1,CMN$$VAR,1,6,,,NOEXT
SKSJSS,1,CMN$$ENQ,1,96,,,NOEXT
SKSJSS,1,CMN90,1,104,,,NOEXT
SKSJSS,1,CMN99,1,105,,,NOEXT
SKSJSS,1,CMN$$RMS,2,111,,,NOEXT
SKSJSS,1,CMN$$PCP,1,113,,,NOEXT
SKSJSS,1,SKM$$VAR,1,116,,,NOEXT
SKSLEOPT,1,SKM$$XLB,1,40,,,NOEXT
SKSLEOPT,1,SKMSLLLB,1,56,,,NOEXT
SKSLEOPT,1,SKM$$XLB,1,57,,,NOEXT
SKSPAPRS,1,CMN$$VAR,1,6,,,NOEXT
SKSPAPRS,1,SKSPAP01,1,10,,,NOEXT
SKSPAPRS,1,CMN90,1,11,,,NOEXT
SKSPAPRS,1,CMN99,1,12,,,NOEXT
SKSPAPRS,1,CMN$$PCP,1,28,,,NOEXT
SKSPPCPY,1,CMN$$ENQ,1,52,,,NOEXT
SKSSACPY,1,CMN$$ENQ,1,45,,,NOEXT
SKSSPLNK,1,CMN$$OBL,1,39,,,NOEXT
SKSSPLNK,1,SKS$PSYL,1,41,,,NOEXT
SKSSPLNK,1,CMN$$ILL,1,47,,,NOEXT
SKSSYNCN,1,SKM$$XLB,1,12,,,NOEXT
SKSSYNCN,1,CMN$$SPR,1,13,,,NOEXT
SKSXMCPY,1,CMN$$ENQ,1,48,,,NOEXT
SKUCMPLL,1,SKUCMPJC,1,22,,,NOEXT
SKXLIPVA,1,CMN$$SYC,1,55,,,NOEXT
SKXVACGN,1,CMN$$SYC,1,42,,,NOEXT
SKXVACGN,1,CMN$$SYC,1,86,,,NOEXT
SKXVACGN,1,SKM$$VAR,1,101,,,NOEXT
SKXVACGN,1,CMN$$SYC,1,218,,,NOEXT
SKXVACGN,1,CMN$$SYC,1,316,,,NOEXT
SKXVACGN,1,SKM$$VAR,1,399,,,NOEXT
SKXVACGN,1,CMN$$SYL,1,440,,,NOEXT
SKXVACGN,1,CMN$$ILL,1,441,,,NOEXT
SKXVAPDB,1,CMN$$SYC,1,84,,,NOEXT
SKXVAPDB,1,SKM$$VAR,1,119,,,NOEXT
SKXVAPDB,1,SKSCSBPP,1,146,,,NOEXT
SKXVAPLI,1,SKM$$IDL,1,14,,,NOEXT
SKXVAPLI,1,CMN$$SYC,1,52,,,NOEXT
TSTXPOL,1,SKSXPOLC,-1,3,,,NOEXT
TSTXPOL,1,SKSXPOLL,-1,4,,,NOEXT
